site_id,site_name,state,latitude,longitude,sample_date,characteristic,result_value,unit
USGS-412929081561100,,,,,2015-06-07,Turbidity,52.0,NTRU
USGS-04208000,,,,,2015-10-01,Imidacloprid,14.2,ng/l
USGS-412929081561100,,,,,2015-07-16,Escherichia coli,54.0,MPN/100 ml
USGS-412929081561100,,,,,2015-07-16,Turbidity,39.0,NTRU
USGS-413510081340100,,,,,2015-05-16,Escherichia coli,63.0,MPN/100 ml
USGS-413510081340100,,,,,2015-05-16,Turbidity,1.8,NTRU
USGS-413510081340100,,,,,2015-05-16,Wave height,0.2,ft
USGS-413510081340100,,,,,2015-05-16,"Temperature, air",21.5,deg C
USGS-413510081340100,,,,,2015-05-16,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2015-05-16,pH,8.2,std units
USGS-413510081340100,,,,,2015-09-06,"Temperature, air",24.4,deg C
USGS-413510081340100,,,,,2015-09-06,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2015-09-06,pH,8.2,std units
USGS-413510081340100,,,,,2015-09-06,Escherichia coli,34.0,MPN/100 ml
USGS-413510081340100,,,,,2015-09-06,Turbidity,6.3,NTRU
USGS-413510081340100,,,,,2015-09-06,Wave height,0.0,ft
USGS-412922081442303,,,,,2015-08-15,"Temperature, water",23.9,deg C
USGS-412922081442303,,,,,2015-08-15,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2015-08-15,pH,8.2,std units
USGS-412922081442303,,,,,2015-08-15,Escherichia coli,87.0,MPN/100 ml
USGS-412922081442303,,,,,2015-08-15,Turbidity,6.1,NTRU
USGS-412922081442303,,,,,2015-08-15,Wave height,0.7,ft
USGS-413510081340100,,,,,2015-07-25,"Temperature, air",22.5,deg C
USGS-413510081340100,,,,,2015-07-25,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2015-07-25,pH,8.0,std units
USGS-413510081340100,,,,,2015-07-25,Escherichia coli,430.0,MPN/100 ml
USGS-413510081340100,,,,,2015-07-25,Turbidity,1.4,NTRU
USGS-413510081340100,,,,,2015-07-25,Wave height,0.1,ft
USGS-412928081560220,,,,,2015-07-15,"Temperature, water",71.9,deg F
USGS-412928081560220,,,,,2015-07-15,Escherichia coli,970.0,MPN/100 ml
USGS-412928081560220,,,,,2015-07-15,Turbidity,66.0,NTRU
USGS-412928081560220,,,,,2015-07-15,Wave height,4.0,ft
USGS-412929081561100,,,,,2015-08-20,Escherichia coli,5200.0,MPN/100 ml
USGS-412929081561100,,,,,2015-08-20,Turbidity,30.0,NTRU
USGS-412922081442303,,,,,2015-08-30,"Temperature, water",22.6,deg C
USGS-412922081442303,,,,,2015-08-30,pH,8.5,std units
USGS-412922081442303,,,,,2015-08-30,Escherichia coli,74.0,MPN/100 ml
USGS-412922081442303,,,,,2015-08-30,Turbidity,5.1,NTRU
USGS-412922081442303,,,,,2015-08-30,Wave height,0.2,ft
USGS-412929081561100,,,,,2015-05-22,Escherichia coli,24.0,MPN/100 ml
USGS-412929081561100,,,,,2015-05-22,Turbidity,8.6,NTRU
USGS-412928081560220,,,,,2015-07-20,"Temperature, water",74.3,deg F
USGS-412928081560220,,,,,2015-07-20,Escherichia coli,84.0,MPN/100 ml
USGS-412928081560220,,,,,2015-07-20,Turbidity,5.0,NTRU
USGS-412928081560220,,,,,2015-07-20,Wave height,0.5,ft
USGS-412928081560220,,,,,2015-07-05,Escherichia coli,4.0,MPN/100 ml
USGS-412928081560220,,,,,2015-07-05,Turbidity,14.0,NTRU
USGS-412928081560220,,,,,2015-07-05,Wave height,0.0,ft
USGS-412928081560220,,,,,2015-07-05,"Temperature, water",71.4,deg F
USGS-04208000,,,,,2016-07-07,Stream width measure,75.0,ft
USGS-04208000,,,,,2016-07-07,Number of sampling points,10.0,count
USGS-04208000,,,,,2016-07-07,Isophorone,0.014,ug/l
USGS-04208000,,,,,2016-07-07,Prometon,0.02,ug/l
USGS-04208000,,,,,2016-07-07,Atrazine,1.4,ug/l
USGS-04208000,,,,,2016-07-07,Flumetsulam,114.0,ng/l
USGS-04208000,,,,,2016-07-07,Alachlor-d13,96.5,%
USGS-04208000,,,,,2016-07-07,5-Tolyltriazole,0.4,ug/l
USGS-04208000,,,,,2016-07-07,"N,N-Diethyl-m-toluamide",0.09,ug/l
USGS-04208000,,,,,2016-07-07,3-Methylindole,0.01,ug/l
USGS-04208000,,,,,2016-07-07,Carbaryl-d7,67.6,%
USGS-04208000,,,,,2016-07-07,"4,4'-Isopropylidenediphenol",0.02,ug/l
USGS-04208000,,,,,2016-07-07,Cholesterol,0.5,ug/l
USGS-04208000,,,,,2016-07-07,Indole,0.02,ug/l
USGS-04208000,,,,,2016-07-07,Carbendazim-d4,97.9,%
USGS-04208000,,,,,2016-07-07,Decafluorobiphenyl,56.0,%
USGS-04208000,,,,,2016-07-07,Fluoranthene-d10,92.4,%
USGS-04208000,,,,,2016-07-07,Atrazine,1420.0,ng/l
USGS-04208000,,,,,2016-07-07,Metolachlor,95.1,ng/l
USGS-04208000,,,,,2016-07-07,Simazine,226.0,ng/l
USGS-04208000,,,,,2016-07-07,Azoxystrobin,8.34,ng/l
USGS-04208000,,,,,2016-07-07,Prometon,11.7,ng/l
USGS-04208000,,,,,2016-07-07,"1-(3,4-dichlorophenyl)-3-methyl urea",5.25,ng/l
USGS-04208000,,,,,2016-07-07,Metalaxyl,14.3,ng/l
USGS-04208000,,,,,2016-07-07,Acetochlor,12.6,ng/l
USGS-04208000,,,,,2016-07-07,"2,4-D",18.7,ng/l
USGS-04208000,,,,,2016-07-07,Acetochlor OA,251.0,ng/l
USGS-04208000,,,,,2016-07-07,Acetochlor ESA,187.0,ng/l
USGS-04208000,,,,,2016-07-07,Acetochlor sulfinylacetic acid,69.0,ng/l
USGS-04208000,,,,,2016-07-07,Alachlor OA,14.2,ng/l
USGS-04208000,,,,,2016-07-07,Ametryn,3.25,ng/l
USGS-04208000,,,,,2016-07-07,"2-Chloro-4,6-diamino-s-triazine",290.0,ng/l
USGS-04208000,,,,,2016-07-07,Carbendazim,12.1,ng/l
USGS-04208000,,,,,2016-07-07,Desisopropyl atrazine,273.0,ng/l
USGS-04208000,,,,,2016-07-07,Carbofuran-D3,88.6,%
USGS-04208000,,,,,2016-07-07,2-Chloro-4-isopropylamino-6-amino-s-triazine,524.0,ng/l
USGS-04208000,,,,,2016-07-07,Dechlorometolachlor,10.3,ng/l
USGS-04208000,,,,,2016-07-07,Metribuzin DA,350.0,ng/l
USGS-04208000,,,,,2016-07-07,Metribuzin DADK,130.0,ng/l
USGS-04208000,,,,,2016-07-07,"Benzenepropanenitrile, .alpha.-(cyclopropylcarbonyl)- 2-(methylsulfonyl)-.beta.- oxo-4-(trifluoromethyl)-",248.0,ng/l
USGS-04208000,,,,,2016-07-07,Hydroxyacetochlor,38.7,ng/l
USGS-04208000,,,,,2016-07-07,Hydroxymetolachlor,14.0,ng/l
USGS-04208000,,,,,2016-07-07,Hydroxysimazine,33.3,ng/l
USGS-04208000,,,,,2016-07-07,Isoxaflutole acid metabolite RPA 203328,150.0,ng/l
USGS-04208000,,,,,2016-07-07,Metolachlor OA,119.0,ng/l
USGS-04208000,,,,,2016-07-07,Metochlor ESA,267.0,ng/l
USGS-04208000,,,,,2016-07-07,Metribuzin,12.7,ng/l
USGS-04208000,,,,,2016-07-07,Deethylhydroxyatrazine,57.8,ng/l
USGS-04208000,,,,,2016-07-07,2-Hydroxyatrazine,381.0,ng/l
USGS-04208000,,,,,2016-07-07,Propazine,13.0,ng/l
USGS-04208000,,,,,2016-07-07,Sulfentrazone,15.0,ng/l
USGS-04208000,,,,,2016-07-07,Tebuthiuron Transformation Product 108,1.71,ng/l
USGS-04208000,,,,,2016-07-07,Chlorimuron-ethyl,13.2,ng/l
USGS-04208000,,,,,2016-07-07,Metolachlor,0.09,ug/l
USGS-04208000,,,,,2016-07-07,3-Phenoxybenzoic acid-13C6,112.0,%
USGS-04208000,,,,,2016-07-07,Acetochlor-d11,97.6,%
USGS-04208000,,,,,2016-07-07,Deethylatrazine-d6,86.4,%
USGS-04208000,,,,,2016-07-07,Diazinon-D10,97.2,%
USGS-04208000,,,,,2016-07-07,Diflubenzuron-d4,102.0,%
USGS-04208000,,,,,2016-07-07,Hexazinone-d6,111.0,%
USGS-04208000,,,,,2016-07-07,Linuron-d6,108.0,%
USGS-04208000,,,,,2016-07-07,Malathion-D10,55.2,%
USGS-04208000,,,,,2016-07-07,Metolachlor-d6,103.0,%
USGS-04208000,,,,,2016-07-07,Nicosulfuron-d6,108.0,%
USGS-04208000,,,,,2016-07-07,Tebuconazole-d6,103.0,%
USGS-04208000,,,,,2016-07-07,Thiobencarb-d10,94.2,%
USGS-04208000,,,,,2016-07-07,cis-Permethrin-13C6,87.9,%
USGS-04208000,,,,,2016-07-07,Butachlor ESA,92.7,%
USGS-04208000,,,,,2016-07-07,Dimethachlor sulfonic acid,131.0,%
USGS-04208000,,,,,2016-07-07,Diuron-d6,112.0,%
USGS-04208000,,,,,2016-07-07,Caffeine-d9,88.9,%
USGS-04208000,,,,,2016-07-07,Bisphenol A-d14,124.0,%
USGS-04208000,,,,,2016-07-07,"2,4-D-d3",105.0,%
USGS-413510081340100,,,,,2016-06-15,"Temperature, water",20.2,deg C
USGS-413510081340100,,,,,2016-06-15,"Acidity, (H+)",2e-05,mg/l
USGS-413510081340100,,,,,2016-06-15,pH,7.8,std units
USGS-413510081340100,,,,,2016-06-15,Escherichia coli,30.0,MPN/100 ml
USGS-413510081340100,,,,,2016-06-15,Turbidity,1.5,NTRU
USGS-413510081340100,,,,,2016-06-15,Wave height,0.0,ft
USGS-412922081442303,,,,,2016-07-10,"Temperature, water",23.5,deg C
USGS-412922081442303,,,,,2016-07-10,"Acidity, (H+)",4e-05,mg/l
USGS-412922081442303,,,,,2016-07-10,pH,7.4,std units
USGS-412922081442303,,,,,2016-07-10,Escherichia coli,45.0,MPN/100 ml
USGS-412922081442303,,,,,2016-07-10,Turbidity,15.0,NTRU
USGS-412922081442303,,,,,2016-07-10,Wave height,2.0,ft
USGS-413510081340100,,,,,2016-06-03,"Temperature, water",19.6,deg C
USGS-413510081340100,,,,,2016-06-03,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-06-03,pH,8.2,std units
USGS-413510081340100,,,,,2016-06-03,Escherichia coli,360.0,MPN/100 ml
USGS-413510081340100,,,,,2016-06-03,Turbidity,4.5,NTRU
USGS-413510081340100,,,,,2016-06-03,Wave height,0.3,ft
USGS-412922081442303,,,,,2016-09-04,"Temperature, water",23.1,deg C
USGS-412922081442303,,,,,2016-09-04,"Acidity, (H+)",8e-05,mg/l
USGS-412922081442303,,,,,2016-09-04,pH,7.1,std units
USGS-412922081442303,,,,,2016-09-04,Escherichia coli,7.0,MPN/100 ml
USGS-412922081442303,,,,,2016-09-04,Turbidity,5.9,NTRU
USGS-412922081442303,,,,,2016-09-04,Wave height,0.2,ft
USGS-412922081442303,,,,,2016-05-28,"Temperature, water",17.9,deg C
USGS-412922081442303,,,,,2016-05-28,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2016-05-28,pH,8.2,std units
USGS-412922081442303,,,,,2016-05-28,Escherichia coli,8.0,MPN/100 ml
USGS-412922081442303,,,,,2016-05-28,Turbidity,2.2,NTRU
USGS-412922081442303,,,,,2016-05-28,Wave height,0.0,ft
USGS-412922081442303,,,,,2016-05-26,pH,8.3,std units
USGS-412922081442303,,,,,2016-05-26,"Temperature, water",16.0,deg C
USGS-412922081442303,,,,,2016-05-26,Escherichia coli,80.0,MPN/100 ml
USGS-412922081442303,,,,,2016-05-26,Turbidity,3.4,NTRU
USGS-412922081442303,,,,,2016-05-26,Wave height,0.0,ft
USGS-412922081442303,,,,,2016-08-20,"Acidity, (H+)",3e-05,mg/l
USGS-412922081442303,,,,,2016-08-20,pH,7.6,std units
USGS-412922081442303,,,,,2016-08-20,"Temperature, water",25.8,deg C
USGS-412922081442303,,,,,2016-08-20,Escherichia coli,41.0,MPN/100 ml
USGS-412922081442303,,,,,2016-08-20,Turbidity,3.8,NTRU
USGS-412922081442303,,,,,2016-08-20,Wave height,0.5,ft
USGS-413510081340100,,,,,2016-09-03,"Temperature, water",22.4,deg C
USGS-413510081340100,,,,,2016-09-03,"Acidity, (H+)",7e-05,mg/l
USGS-413510081340100,,,,,2016-09-03,pH,7.1,std units
USGS-413510081340100,,,,,2016-09-03,Escherichia coli,34.0,MPN/100 ml
USGS-413510081340100,,,,,2016-09-03,Turbidity,3.0,NTRU
USGS-413510081340100,,,,,2016-09-03,Wave height,0.2,ft
USGS-412928081560220,,,,,2016-05-27,"Temperature, water",17.5,deg C
USGS-412928081560220,,,,,2016-05-27,Escherichia coli,16.0,MPN/100 ml
USGS-412928081560220,,,,,2016-05-27,Turbidity,3.7,NTRU
USGS-412928081560220,,,,,2016-05-27,Wave height,0.0,ft
USGS-412928081560220,,,,,2016-08-11,"Temperature, water",26.6,deg C
USGS-412928081560220,,,,,2016-08-11,Escherichia coli,10.0,MPN/100 ml
USGS-412928081560220,,,,,2016-08-11,Turbidity,3.3,NTRU
USGS-412928081560220,,,,,2016-08-11,Wave height,0.0,ft
USGS-412922081442303,,,,,2016-07-14,"Temperature, water",24.7,deg C
USGS-412922081442303,,,,,2016-07-14,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2016-07-14,pH,7.8,std units
USGS-412922081442303,,,,,2016-07-14,Escherichia coli,770.0,MPN/100 ml
USGS-412922081442303,,,,,2016-07-14,Turbidity,9.5,NTRU
USGS-412922081442303,,,,,2016-07-14,Wave height,1.3,ft
USGS-412928081560220,,,,,2016-08-20,"Temperature, water",25.7,deg C
USGS-412928081560220,,,,,2016-08-20,Escherichia coli,410.0,MPN/100 ml
USGS-412928081560220,,,,,2016-08-20,Turbidity,7.5,NTRU
USGS-412928081560220,,,,,2016-08-20,Wave height,0.3,ft
USGS-413510081340100,,,,,2016-08-13,"Temperature, water",27.1,deg C
USGS-413510081340100,,,,,2016-08-13,"Acidity, (H+)",0.00011,mg/l
USGS-413510081340100,,,,,2016-08-13,pH,7.0,std units
USGS-413510081340100,,,,,2016-08-13,Escherichia coli,39.0,MPN/100 ml
USGS-413510081340100,,,,,2016-08-13,Turbidity,1.4,NTRU
USGS-413510081340100,,,,,2016-08-13,Wave height,0.3,ft
USGS-413510081340100,,,,,2016-05-24,"Temperature, water",15.1,deg C
USGS-413510081340100,,,,,2016-05-24,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-05-24,pH,8.2,std units
USGS-413510081340100,,,,,2016-05-24,Escherichia coli,6.0,MPN/100 ml
USGS-413510081340100,,,,,2016-05-24,Turbidity,1.6,NTRU
USGS-413510081340100,,,,,2016-05-24,Wave height,0.1,ft
USGS-413510081340100,,,,,2016-07-19,"Temperature, water",24.6,deg C
USGS-413510081340100,,,,,2016-07-19,"Acidity, (H+)",3e-05,mg/l
USGS-413510081340100,,,,,2016-07-19,pH,7.5,std units
USGS-413510081340100,,,,,2016-07-19,Escherichia coli,210.0,MPN/100 ml
USGS-413510081340100,,,,,2016-07-19,Turbidity,2.5,NTRU
USGS-413510081340100,,,,,2016-07-19,Wave height,0.7,ft
USGS-413510081340100,,,,,2016-05-23,"Temperature, water",13.4,deg C
USGS-413510081340100,,,,,2016-05-23,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-05-23,pH,8.0,std units
USGS-413510081340100,,,,,2016-05-23,Escherichia coli,28.0,MPN/100 ml
USGS-413510081340100,,,,,2016-05-23,Turbidity,4.4,NTRU
USGS-413510081340100,,,,,2016-05-23,Wave height,0.4,ft
USGS-04208000,,,,,2016-01-06,"Height, gage",3.57,ft
USGS-04208000,,,,,2016-01-06,Stream width measure,115.0,ft
USGS-04208000,,,,,2016-01-06,"Temperature, water",0.8,deg C
USGS-04208000,,,,,2016-01-06,"Temperature, air",1.5,deg C
USGS-04208000,,,,,2016-01-06,Barometric pressure,757.0,mm/Hg
USGS-04208000,,,,,2016-01-06,"Stream flow, instantaneous",645.0,ft3/s
USGS-04208000,,,,,2016-01-06,Number of sampling points,11.0,count
USGS-04208000,,,,,2016-01-06,Specific conductance,805.0,uS/cm @25C
USGS-04208000,,,,,2016-01-06,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2016-01-06,Oxygen,13.0,mg/l
USGS-04208000,,,,,2016-01-06,Oxygen,91.0,% saturatn
USGS-04208000,,,,,2016-01-06,pH,8.0,std units
USGS-04208000,,,,,2016-01-06,Organic Nitrogen,0.62,mg/l
USGS-04208000,,,,,2016-01-06,Ammonia and ammonium,0.1,mg/l as N
USGS-04208000,,,,,2016-01-06,Nitrite,0.011,mg/l as N
USGS-04208000,,,,,2016-01-06,Nitrate,2.64,mg/l as N
USGS-04208000,,,,,2016-01-06,Inorganic nitrogen (nitrate and nitrite),2.65,mg/l as N
USGS-04208000,,,,,2016-01-06,Orthophosphate,0.091,mg/l asPO4
USGS-04208000,,,,,2016-01-06,Phosphorus,0.111,mg/l as P
USGS-04208000,,,,,2016-01-06,Orthophosphate,0.03,mg/l as P
USGS-04208000,,,,,2016-01-06,Chloride,127.0,mg/l
USGS-04208000,,,,,2016-01-06,"Height, gage",1.09,m
USGS-04208000,,,,,2016-01-06,"Stream flow, instantaneous",18.0,m3/sec
USGS-04208000,,,,,2016-01-06,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",3.36,mg/l
USGS-04208000,,,,,2016-01-06,Turbidity,15.0,FNU
USGS-04208000,,,,,2016-01-06,Ammonia and ammonium,0.125,mg/l NH4
USGS-04208000,,,,,2016-01-06,Nitrate,11.7,mg/l asNO3
USGS-04208000,,,,,2016-01-06,Nitrite,0.035,mg/l asNO2
USGS-04208000,,,,,2016-01-06,Suspended Sediment Concentration (SSC),22.0,mg/l
USGS-04208000,,,,,2016-01-06,Suspended Sediment Discharge,38.0,tons/day
USGS-413510081340100,,,,,2016-09-05,"Temperature, water",23.2,deg C
USGS-413510081340100,,,,,2016-09-05,"Acidity, (H+)",6e-05,mg/l
USGS-413510081340100,,,,,2016-09-05,pH,7.2,std units
USGS-413510081340100,,,,,2016-09-05,Turbidity,1.4,NTRU
USGS-413510081340100,,,,,2016-09-05,Wave height,0.0,ft
USGS-413510081340100,,,,,2016-08-15,"Temperature, water",26.0,deg C
USGS-413510081340100,,,,,2016-08-15,"Acidity, (H+)",3e-05,mg/l
USGS-413510081340100,,,,,2016-08-15,pH,7.5,std units
USGS-413510081340100,,,,,2016-08-15,Escherichia coli,190.0,MPN/100 ml
USGS-413510081340100,,,,,2016-08-15,Turbidity,2.1,NTRU
USGS-413510081340100,,,,,2016-08-15,Wave height,0.2,ft
USGS-412928081560220,,,,,2016-06-08,"Temperature, water",19.4,deg C
USGS-412928081560220,,,,,2016-06-08,Escherichia coli,670.0,MPN/100 ml
USGS-412928081560220,,,,,2016-06-08,Turbidity,75.0,NTRU
USGS-412928081560220,,,,,2016-06-08,Wave height,3.0,ft
USGS-413510081340100,,,,,2016-06-27,"Temperature, water",22.7,deg C
USGS-413510081340100,,,,,2016-06-27,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-06-27,pH,8.0,std units
USGS-413510081340100,,,,,2016-06-27,Escherichia coli,770.0,MPN/100 ml
USGS-413510081340100,,,,,2016-06-27,Turbidity,3.8,NTRU
USGS-413510081340100,,,,,2016-06-27,Wave height,0.6,ft
USGS-412922081442303,,,,,2016-06-20,"Temperature, water",20.9,deg C
USGS-412922081442303,,,,,2016-06-20,"Acidity, (H+)",7e-05,mg/l
USGS-412922081442303,,,,,2016-06-20,pH,7.2,std units
USGS-412922081442303,,,,,2016-06-20,Escherichia coli,19.0,MPN/100 ml
USGS-412922081442303,,,,,2016-06-20,Turbidity,2.8,NTRU
USGS-412922081442303,,,,,2016-06-20,Wave height,0.2,ft
USGS-412928081560220,,,,,2016-08-02,Escherichia coli,15.0,MPN/100 ml
USGS-412928081560220,,,,,2016-08-02,"Temperature, water",26.8,deg C
USGS-412928081560220,,,,,2016-08-02,Turbidity,3.6,NTRU
USGS-412928081560220,,,,,2016-08-02,Wave height,0.2,ft
USGS-412928081560220,,,,,2016-06-17,"Temperature, water",21.9,deg C
USGS-412928081560220,,,,,2016-06-17,Escherichia coli,2000.0,MPN/100 ml
USGS-412928081560220,,,,,2016-06-17,Turbidity,53.0,NTRU
USGS-412928081560220,,,,,2016-06-17,Wave height,1.5,ft
USGS-413510081340100,,,,,2016-05-26,pH,8.3,std units
USGS-413510081340100,,,,,2016-05-26,"Temperature, water",16.3,deg C
USGS-413510081340100,,,,,2016-05-26,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-05-26,Escherichia coli,93.0,MPN/100 ml
USGS-413510081340100,,,,,2016-05-26,Turbidity,1.9,NTRU
USGS-413510081340100,,,,,2016-05-26,Wave height,0.1,ft
USGS-412928081560220,,,,,2016-08-24,"Temperature, water",25.6,deg C
USGS-412928081560220,,,,,2016-08-24,Escherichia coli,12.0,MPN/100 ml
USGS-412928081560220,,,,,2016-08-24,Turbidity,2.9,NTRU
USGS-412928081560220,,,,,2016-08-24,Wave height,0.0,ft
USGS-413510081340100,,,,,2016-08-21,"Temperature, water",24.6,deg C
USGS-413510081340100,,,,,2016-08-21,"Acidity, (H+)",7e-05,mg/l
USGS-413510081340100,,,,,2016-08-21,pH,7.2,std units
USGS-413510081340100,,,,,2016-08-21,Escherichia coli,920.0,MPN/100 ml
USGS-413510081340100,,,,,2016-08-21,Turbidity,19.0,NTRU
USGS-413510081340100,,,,,2016-08-21,Wave height,3.0,ft
USGS-412922081442303,,,,,2016-05-23,Turbidity,5.7,NTRU
USGS-412922081442303,,,,,2016-05-23,Wave height,0.7,ft
USGS-412922081442303,,,,,2016-05-23,"Temperature, water",14.9,deg C
USGS-412922081442303,,,,,2016-05-23,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2016-05-23,pH,8.1,std units
USGS-412922081442303,,,,,2016-05-23,Escherichia coli,32.0,MPN/100 ml
USGS-412922081442303,,,,,2016-06-08,"Temperature, water",16.8,deg C
USGS-412922081442303,,,,,2016-06-08,"Acidity, (H+)",2e-05,mg/l
USGS-412922081442303,,,,,2016-06-08,pH,7.8,std units
USGS-412922081442303,,,,,2016-06-08,Escherichia coli,390.0,MPN/100 ml
USGS-412922081442303,,,,,2016-06-08,Turbidity,58.0,NTRU
USGS-412922081442303,,,,,2016-06-08,Wave height,3.0,ft
USGS-412928081560220,,,,,2016-08-16,Wave height,0.1,ft
USGS-412928081560220,,,,,2016-07-25,"Temperature, water",25.8,deg C
USGS-412928081560220,,,,,2016-07-25,Escherichia coli,44.0,MPN/100 ml
USGS-412928081560220,,,,,2016-07-25,Turbidity,3.3,NTRU
USGS-412928081560220,,,,,2016-07-25,Wave height,0.1,ft
USGS-412928081560220,,,,,2016-08-16,"Temperature, water",25.7,deg C
USGS-412928081560220,,,,,2016-08-16,Escherichia coli,34.0,MPN/100 ml
USGS-412928081560220,,,,,2016-08-16,Turbidity,2.8,NTRU
USGS-412922081442303,,,,,2016-06-27,pH,8.0,std units
USGS-412922081442303,,,,,2016-08-19,"Temperature, water",25.0,deg C
USGS-412922081442303,,,,,2016-08-19,"Acidity, (H+)",4e-05,mg/l
USGS-412922081442303,,,,,2016-08-19,pH,7.4,std units
USGS-412922081442303,,,,,2016-08-19,Escherichia coli,44.0,MPN/100 ml
USGS-412922081442303,,,,,2016-08-19,Turbidity,2.8,NTRU
USGS-412922081442303,,,,,2016-08-19,Wave height,0.0,ft
USGS-412922081442303,,,,,2016-06-27,"Temperature, water",22.6,deg C
USGS-412922081442303,,,,,2016-06-27,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2016-06-27,Escherichia coli,30.0,MPN/100 ml
USGS-412922081442303,,,,,2016-06-27,Turbidity,5.4,NTRU
USGS-412922081442303,,,,,2016-06-27,Wave height,0.8,ft
USGS-413510081340100,,,,,2016-07-12,"Temperature, water",24.1,deg C
USGS-413510081340100,,,,,2016-07-12,"Acidity, (H+)",2e-05,mg/l
USGS-413510081340100,,,,,2016-07-12,pH,7.8,std units
USGS-413510081340100,,,,,2016-07-12,Escherichia coli,90.0,MPN/100 ml
USGS-413510081340100,,,,,2016-07-12,Turbidity,1.4,NTRU
USGS-413510081340100,,,,,2016-07-12,Wave height,0.1,ft
USGS-412928081560220,,,,,2016-06-13,"Temperature, water",20.6,deg C
USGS-412928081560220,,,,,2016-06-13,Escherichia coli,61.0,MPN/100 ml
USGS-412928081560220,,,,,2016-06-13,Turbidity,27.0,NTRU
USGS-412928081560220,,,,,2016-06-13,Wave height,2.0,ft
USGS-412928081560220,,,,,2016-07-21,"Temperature, water",24.6,deg C
USGS-412928081560220,,,,,2016-07-21,Escherichia coli,11.0,MPN/100 ml
USGS-412928081560220,,,,,2016-07-21,Turbidity,4.7,NTRU
USGS-412928081560220,,,,,2016-07-21,Wave height,0.1,ft
USGS-413510081340100,,,,,2016-07-16,"Temperature, water",25.1,deg C
USGS-413510081340100,,,,,2016-07-16,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-07-16,pH,8.1,std units
USGS-413510081340100,,,,,2016-07-16,Escherichia coli,41.0,MPN/100 ml
USGS-413510081340100,,,,,2016-07-16,Turbidity,2.4,NTRU
USGS-413510081340100,,,,,2016-07-16,Wave height,0.3,ft
USGS-412922081442303,,,,,2016-06-29,"Temperature, water",22.2,deg C
USGS-412922081442303,,,,,2016-06-29,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2016-06-29,pH,8.0,std units
USGS-412922081442303,,,,,2016-06-29,Escherichia coli,18.0,MPN/100 ml
USGS-412922081442303,,,,,2016-06-29,Turbidity,9.0,NTRU
USGS-412922081442303,,,,,2016-06-29,Wave height,0.9,ft
USGS-412922081442303,,,,,2016-07-02,"Temperature, water",20.7,deg C
USGS-412922081442303,,,,,2016-07-02,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2016-07-02,pH,8.2,std units
USGS-412922081442303,,,,,2016-07-02,Escherichia coli,17.0,MPN/100 ml
USGS-412922081442303,,,,,2016-07-02,Turbidity,5.2,NTRU
USGS-412922081442303,,,,,2016-07-02,Wave height,0.7,ft
USGS-412922081442303,,,,,2016-08-25,"Temperature, water",24.5,deg C
USGS-412922081442303,,,,,2016-08-25,"Acidity, (H+)",0.0001,mg/l
USGS-412922081442303,,,,,2016-08-25,pH,7.0,std units
USGS-412922081442303,,,,,2016-08-25,Escherichia coli,510.0,MPN/100 ml
USGS-412922081442303,,,,,2016-08-25,Turbidity,10.0,NTRU
USGS-412922081442303,,,,,2016-08-25,Wave height,1.2,ft
USGS-413510081340100,,,,,2016-07-11,pH,7.9,std units
USGS-413510081340100,,,,,2016-07-11,"Temperature, water",24.2,deg C
USGS-413510081340100,,,,,2016-07-11,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-07-11,Escherichia coli,36.0,MPN/100 ml
USGS-413510081340100,,,,,2016-07-11,Turbidity,1.9,NTRU
USGS-413510081340100,,,,,2016-07-11,Wave height,0.0,ft
USGS-413510081340100,,,,,2016-08-05,"Temperature, water",24.8,deg C
USGS-413510081340100,,,,,2016-08-05,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-08-05,pH,8.0,std units
USGS-413510081340100,,,,,2016-08-05,Escherichia coli,340.0,MPN/100 ml
USGS-413510081340100,,,,,2016-08-05,Turbidity,2.2,NTRU
USGS-413510081340100,,,,,2016-08-05,Wave height,0.4,ft
