site_id,site_name,state,latitude,longitude,sample_date,characteristic,result_value,unit
USGS-412922081442303,,,,,2016-07-28,"Temperature, water",25.7,deg C
USGS-412922081442303,,,,,2016-07-28,pH,8.4,std units
USGS-412922081442303,,,,,2016-07-28,Escherichia coli,27.0,MPN/100 ml
USGS-412922081442303,,,,,2016-07-28,Turbidity,2.0,NTRU
USGS-412922081442303,,,,,2016-07-28,Wave height,0.2,ft
USGS-412922081442303,,,,,2016-08-03,"Temperature, water",25.3,deg C
USGS-412922081442303,,,,,2016-08-03,"Acidity, (H+)",3e-05,mg/l
USGS-412922081442303,,,,,2016-08-03,pH,7.6,std units
USGS-412922081442303,,,,,2016-08-03,Escherichia coli,36.0,MPN/100 ml
USGS-412922081442303,,,,,2016-08-03,Turbidity,3.6,NTRU
USGS-412922081442303,,,,,2016-08-03,Wave height,0.1,ft
USGS-04208000,,,,,2016-12-01,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2016-12-01,Stream width measure,104.0,ft
USGS-04208000,,,,,2016-12-01,"Temperature, water",8.5,deg C
USGS-04208000,,,,,2016-12-01,Barometric pressure,739.0,mm/Hg
USGS-04208000,,,,,2016-12-01,"Stream flow, instantaneous",846.0,ft3/s
USGS-04208000,,,,,2016-12-01,Number of sampling points,11.0,count
USGS-04208000,,,,,2016-12-01,"Height, gage",3.93,ft
USGS-04208000,,,,,2016-12-01,Specific conductance,888.0,uS/cm @25C
USGS-04208000,,,,,2016-12-01,Oxygen,10.7,mg/l
USGS-04208000,,,,,2016-12-01,Oxygen,95.0,% saturatn
USGS-04208000,,,,,2016-12-01,pH,8.0,std units
USGS-04208000,,,,,2016-12-01,Organic Nitrogen,0.54,mg/l
USGS-04208000,,,,,2016-12-01,Ammonia and ammonium,0.01,mg/l as N
USGS-04208000,,,,,2016-12-01,Nitrite,0.011,mg/l as N
USGS-04208000,,,,,2016-12-01,Nitrate,2.53,mg/l as N
USGS-04208000,,,,,2016-12-01,Inorganic nitrogen (nitrate and nitrite),2.54,mg/l as N
USGS-04208000,,,,,2016-12-01,Orthophosphate,0.069,mg/l asPO4
USGS-04208000,,,,,2016-12-01,Phosphorus,0.12,mg/l as P
USGS-04208000,,,,,2016-12-01,Orthophosphate,0.022,mg/l as P
USGS-04208000,,,,,2016-12-01,Chloride,147.0,mg/l
USGS-04208000,,,,,2016-12-01,"Height, gage",1.2,m
USGS-04208000,,,,,2016-12-01,"Stream flow, instantaneous",24.0,m3/sec
USGS-04208000,,,,,2016-12-01,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",3.1,mg/l
USGS-04208000,,,,,2016-12-01,Turbidity,21.0,FNU
USGS-04208000,,,,,2016-12-01,Ammonia and ammonium,0.014,mg/l NH4
USGS-04208000,,,,,2016-12-01,Nitrate,11.2,mg/l asNO3
USGS-04208000,,,,,2016-12-01,Nitrite,0.038,mg/l asNO2
USGS-04208000,,,,,2016-12-01,Suspended Sediment Concentration (SSC),30.0,mg/l
USGS-04208000,,,,,2016-12-01,Suspended Sediment Discharge,69.0,tons/day
USGS-413510081340100,,,,,2016-07-31,"Temperature, water",25.2,deg C
USGS-413510081340100,,,,,2016-07-31,"Acidity, (H+)",2e-05,mg/l
USGS-413510081340100,,,,,2016-07-31,pH,7.8,std units
USGS-413510081340100,,,,,2016-07-31,Escherichia coli,120.0,MPN/100 ml
USGS-413510081340100,,,,,2016-07-31,Turbidity,1.5,NTRU
USGS-413510081340100,,,,,2016-07-31,Wave height,0.1,ft
USGS-412922081442303,,,,,2016-08-15,"Temperature, water",25.6,deg C
USGS-412922081442303,,,,,2016-08-15,"Acidity, (H+)",3e-05,mg/l
USGS-412922081442303,,,,,2016-08-15,pH,7.5,std units
USGS-412922081442303,,,,,2016-08-15,Escherichia coli,12.0,MPN/100 ml
USGS-412922081442303,,,,,2016-08-15,Turbidity,3.0,NTRU
USGS-412922081442303,,,,,2016-08-15,Wave height,0.2,ft
USGS-413510081340100,,,,,2016-08-04,"Temperature, water",25.3,deg C
USGS-413510081340100,,,,,2016-08-04,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-08-04,pH,8.0,std units
USGS-413510081340100,,,,,2016-08-04,Escherichia coli,7.0,MPN/100 ml
USGS-413510081340100,,,,,2016-08-04,Turbidity,1.1,NTRU
USGS-413510081340100,,,,,2016-08-04,Wave height,0.1,ft
USGS-412928081560220,,,,,2016-08-15,"Temperature, water",26.0,deg C
USGS-412928081560220,,,,,2016-08-15,Escherichia coli,80.0,MPN/100 ml
USGS-412928081560220,,,,,2016-08-15,Turbidity,3.6,NTRU
USGS-412928081560220,,,,,2016-08-15,Wave height,0.1,ft
USGS-412922081442303,,,,,2016-07-09,"Temperature, water",24.6,deg C
USGS-412922081442303,,,,,2016-07-09,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2016-07-09,pH,8.1,std units
USGS-412922081442303,,,,,2016-07-09,Escherichia coli,870.0,MPN/100 ml
USGS-412922081442303,,,,,2016-07-09,Turbidity,17.0,NTRU
USGS-412922081442303,,,,,2016-07-09,Wave height,3.0,ft
USGS-04208000,,,,,2016-10-03,Stream width measure,95.0,ft
USGS-04208000,,,,,2016-10-03,"Temperature, water",18.1,deg C
USGS-04208000,,,,,2016-10-03,Barometric pressure,747.0,mm/Hg
USGS-04208000,,,,,2016-10-03,"Stream flow, instantaneous",769.0,ft3/s
USGS-04208000,,,,,2016-10-03,Number of sampling points,10.0,count
USGS-04208000,,,,,2016-10-03,"Height, gage",3.92,ft
USGS-04208000,,,,,2016-10-03,Specific conductance,702.0,uS/cm @25C
USGS-04208000,,,,,2016-10-03,"Acidity, (H+)",1e-05,mg/l
USGS-04208000,,,,,2016-10-03,Oxygen,9.5,mg/l
USGS-04208000,,,,,2016-10-03,Oxygen,102.0,% saturatn
USGS-04208000,,,,,2016-10-03,pH,8.0,std units
USGS-04208000,,,,,2016-10-03,Organic Nitrogen,0.64,mg/l
USGS-04208000,,,,,2016-10-03,Ammonia and ammonium,0.02,mg/l as N
USGS-04208000,,,,,2016-10-03,Nitrite,0.01,mg/l as N
USGS-04208000,,,,,2016-10-03,Nitrate,1.57,mg/l as N
USGS-04208000,,,,,2016-10-03,Inorganic nitrogen (nitrate and nitrite),1.58,mg/l as N
USGS-04208000,,,,,2016-10-03,Orthophosphate,0.219,mg/l asPO4
USGS-04208000,,,,,2016-10-03,Phosphorus,0.168,mg/l as P
USGS-04208000,,,,,2016-10-03,Orthophosphate,0.071,mg/l as P
USGS-04208000,,,,,2016-10-03,Chloride,110.0,mg/l
USGS-04208000,,,,,2016-10-03,"Height, gage",1.19,m
USGS-04208000,,,,,2016-10-03,"Stream flow, instantaneous",22.0,m3/sec
USGS-04208000,,,,,2016-10-03,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",2.24,mg/l
USGS-04208000,,,,,2016-10-03,Turbidity,47.0,FNU
USGS-04208000,,,,,2016-10-03,Ammonia and ammonium,0.024,mg/l NH4
USGS-04208000,,,,,2016-10-03,Nitrate,6.95,mg/l asNO3
USGS-04208000,,,,,2016-10-03,Nitrite,0.033,mg/l asNO2
USGS-04208000,,,,,2016-10-03,Suspended Sediment Concentration (SSC),70.0,mg/l
USGS-04208000,,,,,2016-10-03,Suspended Sediment Discharge,145.0,tons/day
USGS-413510081340100,,,,,2016-06-20,"Temperature, water",21.9,deg C
USGS-413510081340100,,,,,2016-06-20,"Acidity, (H+)",2e-05,mg/l
USGS-413510081340100,,,,,2016-06-20,pH,7.8,std units
USGS-413510081340100,,,,,2016-06-20,Escherichia coli,390.0,MPN/100 ml
USGS-413510081340100,,,,,2016-06-20,Turbidity,4.2,NTRU
USGS-413510081340100,,,,,2016-06-20,Wave height,0.5,ft
USGS-412928081560220,,,,,2016-05-30,"Temperature, water",18.7,deg C
USGS-412928081560220,,,,,2016-05-30,Escherichia coli,75.0,MPN/100 ml
USGS-412928081560220,,,,,2016-05-30,Turbidity,5.2,NTRU
USGS-412928081560220,,,,,2016-05-30,Wave height,0.0,ft
USGS-413510081340100,,,,,2016-05-27,"Temperature, water",17.4,deg C
USGS-413510081340100,,,,,2016-05-27,pH,8.3,std units
USGS-413510081340100,,,,,2016-05-27,Turbidity,2.0,NTRU
USGS-413510081340100,,,,,2016-05-27,Wave height,0.2,ft
USGS-412928081560220,,,,,2016-08-08,"Temperature, water",25.7,deg C
USGS-412928081560220,,,,,2016-08-08,Escherichia coli,29.0,MPN/100 ml
USGS-412928081560220,,,,,2016-08-08,Turbidity,23.0,NTRU
USGS-412928081560220,,,,,2016-08-08,Wave height,1.5,ft
USGS-412922081442303,,,,,2016-08-10,Escherichia coli,22.0,MPN/100 ml
USGS-412928081560220,,,,,2016-07-10,"Temperature, water",24.4,deg C
USGS-412928081560220,,,,,2016-07-10,Escherichia coli,96.0,MPN/100 ml
USGS-412928081560220,,,,,2016-07-10,Turbidity,17.0,NTRU
USGS-412928081560220,,,,,2016-07-10,Wave height,2.0,ft
USGS-412922081442303,,,,,2016-05-29,"Temperature, water",18.8,deg C
USGS-412922081442303,,,,,2016-05-29,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2016-05-29,pH,8.0,std units
USGS-412922081442303,,,,,2016-05-29,Escherichia coli,140.0,MPN/100 ml
USGS-412922081442303,,,,,2016-05-29,Turbidity,3.6,NTRU
USGS-412922081442303,,,,,2016-05-29,Wave height,0.0,ft
USGS-412922081442303,,,,,2016-07-19,"Temperature, water",24.4,deg C
USGS-412922081442303,,,,,2016-07-19,"Acidity, (H+)",7e-05,mg/l
USGS-412922081442303,,,,,2016-07-19,pH,7.2,std units
USGS-412922081442303,,,,,2016-07-19,Escherichia coli,29.0,MPN/100 ml
USGS-412922081442303,,,,,2016-07-19,Turbidity,5.7,NTRU
USGS-412922081442303,,,,,2016-07-19,Wave height,0.3,ft
USGS-413510081340100,,,,,2016-08-26,"Temperature, water",25.0,deg C
USGS-413510081340100,,,,,2016-08-26,"Acidity, (H+)",3e-05,mg/l
USGS-413510081340100,,,,,2016-08-26,pH,7.6,std units
USGS-413510081340100,,,,,2016-08-26,Escherichia coli,240.0,MPN/100 ml
USGS-413510081340100,,,,,2016-08-26,Turbidity,8.9,NTRU
USGS-413510081340100,,,,,2016-08-26,Wave height,0.9,ft
USGS-412922081442303,,,,,2016-08-29,"Temperature, water",26.4,deg C
USGS-412922081442303,,,,,2016-08-29,"Acidity, (H+)",9e-05,mg/l
USGS-412922081442303,,,,,2016-08-29,pH,7.1,std units
USGS-412922081442303,,,,,2016-08-29,Escherichia coli,79.0,MPN/100 ml
USGS-412922081442303,,,,,2016-08-29,Turbidity,7.7,NTRU
USGS-412922081442303,,,,,2016-08-29,Wave height,1.0,ft
USGS-04208000,,,,,2016-09-06,"Temperature, air",32.0,deg C
USGS-04208000,,,,,2016-09-06,Stream width measure,75.0,ft
USGS-04208000,,,,,2016-09-06,"Temperature, water",23.7,deg C
USGS-04208000,,,,,2016-09-06,Barometric pressure,749.0,mm/Hg
USGS-04208000,,,,,2016-09-06,"Stream flow, instantaneous",226.0,ft3/s
USGS-04208000,,,,,2016-09-06,Number of sampling points,10.0,count
USGS-04208000,,,,,2016-09-06,"Height, gage",2.73,ft
USGS-04208000,,,,,2016-09-06,Specific conductance,1070.0,uS/cm @25C
USGS-04208000,,,,,2016-09-06,Oxygen,10.1,mg/l
USGS-04208000,,,,,2016-09-06,Oxygen,122.0,% saturatn
USGS-04208000,,,,,2016-09-06,pH,8.5,std units
USGS-04208000,,,,,2016-09-06,Organic Nitrogen,0.87,mg/l
USGS-04208000,,,,,2016-09-06,Ammonia and ammonium,0.02,mg/l as N
USGS-04208000,,,,,2016-09-06,Nitrite,0.036,mg/l as N
USGS-04208000,,,,,2016-09-06,Nitrate,7.03,mg/l as N
USGS-04208000,,,,,2016-09-06,Inorganic nitrogen (nitrate and nitrite),7.07,mg/l as N
USGS-04208000,,,,,2016-09-06,Orthophosphate,0.281,mg/l asPO4
USGS-04208000,,,,,2016-09-06,Phosphorus,0.125,mg/l as P
USGS-04208000,,,,,2016-09-06,Orthophosphate,0.092,mg/l as P
USGS-04208000,,,,,2016-09-06,Chloride,184.0,mg/l
USGS-04208000,,,,,2016-09-06,"Height, gage",0.83,m
USGS-04208000,,,,,2016-09-06,"Stream flow, instantaneous",6.4,m3/sec
USGS-04208000,,,,,2016-09-06,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",7.95,mg/l
USGS-04208000,,,,,2016-09-06,Turbidity,4.3,FNU
USGS-04208000,,,,,2016-09-06,Ammonia and ammonium,0.019,mg/l NH4
USGS-04208000,,,,,2016-09-06,Nitrate,31.1,mg/l asNO3
USGS-04208000,,,,,2016-09-06,Nitrite,0.117,mg/l asNO2
USGS-04208000,,,,,2016-09-06,Suspended Sediment Concentration (SSC),9.0,mg/l
USGS-04208000,,,,,2016-09-06,Suspended Sediment Discharge,5.5,tons/day
USGS-04208000,,,,,2016-08-01,Stream width measure,102.0,ft
USGS-04208000,,,,,2016-08-01,Number of sampling points,11.0,count
USGS-04208000,,,,,2016-08-01,Atrazine,18.1,ng/l
USGS-04208000,,,,,2016-08-01,Carbaryl,2.88,ng/l
USGS-04208000,,,,,2016-08-01,Diazinon,1.09,ng/l
USGS-04208000,,,,,2016-08-01,Metolachlor,8.6,ng/l
USGS-04208000,,,,,2016-08-01,Azoxystrobin,2.31,ng/l
USGS-04208000,,,,,2016-08-01,Diuron,38.4,ng/l
USGS-04208000,,,,,2016-08-01,Fipronil,6.04,ng/l
USGS-04208000,,,,,2016-08-01,Fipronil Desulfinyl,0.85,ng/l
USGS-04208000,,,,,2016-08-01,Fipronil Sulfone,1.31,ng/l
USGS-04208000,,,,,2016-08-01,Prometon,12.4,ng/l
USGS-04208000,,,,,2016-08-01,"1-(3,4-dichlorophenyl)-3-methyl urea",12.0,ng/l
USGS-04208000,,,,,2016-08-01,Imidacloprid,84.6,ng/l
USGS-04208000,,,,,2016-08-01,Metalaxyl,1.91,ng/l
USGS-04208000,,,,,2016-08-01,"2,4-D",245.0,ng/l
USGS-04208000,,,,,2016-08-01,2-Isopropyl-6-methyl-4-pyrimidinol,5.3,ng/l
USGS-04208000,,,,,2016-08-01,Bromacil,11.1,ng/l
USGS-04208000,,,,,2016-08-01,Carbendazim,40.7,ng/l
USGS-04208000,,,,,2016-08-01,2-Chloro-4-isopropylamino-6-amino-s-triazine,15.4,ng/l
USGS-04208000,,,,,2016-08-01,Diflubenzuron-d4,103.0,%
USGS-04208000,,,,,2016-08-01,2-Hydroxyatrazine,16.1,ng/l
USGS-04208000,,,,,2016-08-01,Propoxur,2.81,ng/l
USGS-04208000,,,,,2016-08-01,Sulfentrazone,8.29,ng/l
USGS-04208000,,,,,2016-08-01,Sulfometuron methyl,9.32,ng/l
USGS-04208000,,,,,2016-08-01,Hexazinone-d6,106.0,%
USGS-04208000,,,,,2016-08-01,Tebuthiuron,2.59,ng/l
USGS-04208000,,,,,2016-08-01,Tebuthiuron Transformation Product 108,1.02,ng/l
USGS-04208000,,,,,2016-08-01,Triclopyr,51.5,ng/l
USGS-04208000,,,,,2016-08-01,Linuron-d6,104.0,%
USGS-04208000,,,,,2016-08-01,3-Phenoxybenzoic acid-13C6,95.6,%
USGS-04208000,,,,,2016-08-01,Acetochlor-d11,96.3,%
USGS-04208000,,,,,2016-08-01,Alachlor-d13,101.0,%
USGS-04208000,,,,,2016-08-01,Carbaryl-d7,99.7,%
USGS-04208000,,,,,2016-08-01,Carbendazim-d4,101.0,%
USGS-04208000,,,,,2016-08-01,Carbofuran-D3,98.5,%
USGS-04208000,,,,,2016-08-01,Deethylatrazine-d6,83.7,%
USGS-04208000,,,,,2016-08-01,Diazinon-D10,110.0,%
USGS-04208000,,,,,2016-08-01,Malathion-D10,87.7,%
USGS-04208000,,,,,2016-08-01,Metolachlor-d6,98.6,%
USGS-04208000,,,,,2016-08-01,Nicosulfuron-d6,103.0,%
USGS-04208000,,,,,2016-08-01,Tebuconazole-d6,101.0,%
USGS-04208000,,,,,2016-08-01,Thiobencarb-d10,96.4,%
USGS-04208000,,,,,2016-08-01,cis-Permethrin-13C6,92.8,%
USGS-04208000,,,,,2016-08-01,Butachlor ESA,100.0,%
USGS-04208000,,,,,2016-08-01,Dimethachlor sulfonic acid,103.0,%
USGS-04208000,,,,,2016-08-01,Diuron-d6,102.0,%
USGS-04208000,,,,,2016-08-01,"2,4-D-d3",95.8,%
USGS-413510081340100,,,,,2016-08-31,"Temperature, water",25.3,deg C
USGS-413510081340100,,,,,2016-08-31,"Acidity, (H+)",3e-05,mg/l
USGS-413510081340100,,,,,2016-08-31,pH,7.5,std units
USGS-413510081340100,,,,,2016-08-31,Escherichia coli,10.0,MPN/100 ml
USGS-413510081340100,,,,,2016-08-31,Turbidity,1.5,NTRU
USGS-413510081340100,,,,,2016-08-31,Wave height,0.2,ft
USGS-413510081340100,,,,,2016-05-31,pH,8.3,std units
USGS-412922081442303,,,,,2016-05-24,"Temperature, water",15.3,deg C
USGS-412922081442303,,,,,2016-05-24,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2016-05-24,pH,7.9,std units
USGS-412922081442303,,,,,2016-05-24,Escherichia coli,4.0,MPN/100 ml
USGS-412922081442303,,,,,2016-05-24,Turbidity,4.2,NTRU
USGS-412922081442303,,,,,2016-05-24,Wave height,0.0,ft
USGS-413510081340100,,,,,2016-05-31,"Temperature, water",19.8,deg C
USGS-413510081340100,,,,,2016-05-31,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-05-31,Escherichia coli,1100.0,MPN/100 ml
USGS-413510081340100,,,,,2016-05-31,Turbidity,2.1,NTRU
USGS-413510081340100,,,,,2016-05-31,Wave height,0.0,ft
USGS-412928081560220,,,,,2016-05-28,"Temperature, water",19.6,deg C
USGS-412928081560220,,,,,2016-05-28,Escherichia coli,6.0,MPN/100 ml
USGS-412928081560220,,,,,2016-05-28,Turbidity,4.8,NTRU
USGS-412928081560220,,,,,2016-05-28,Wave height,0.0,ft
USGS-413510081340100,,,,,2016-06-05,"Temperature, water",18.4,deg C
USGS-413510081340100,,,,,2016-06-05,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-06-05,pH,8.0,std units
USGS-413510081340100,,,,,2016-06-05,Turbidity,47.0,NTRU
USGS-413510081340100,,,,,2016-06-05,Wave height,1.0,ft
USGS-412928081560220,,,,,2016-06-03,"Temperature, water",18.4,deg C
USGS-412928081560220,,,,,2016-06-03,Escherichia coli,210.0,MPN/100 ml
USGS-412928081560220,,,,,2016-06-03,Turbidity,13.0,NTRU
USGS-412928081560220,,,,,2016-06-03,Wave height,1.0,ft
USGS-412922081442303,,,,,2016-06-03,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2016-06-03,pH,8.2,std units
USGS-412922081442303,,,,,2016-06-03,"Temperature, water",20.7,deg C
USGS-412922081442303,,,,,2016-06-03,Escherichia coli,17.0,MPN/100 ml
USGS-412922081442303,,,,,2016-06-03,Turbidity,5.2,NTRU
USGS-412922081442303,,,,,2016-06-03,Wave height,0.7,ft
USGS-412928081560220,,,,,2016-06-24,"Temperature, water",21.8,deg C
USGS-412928081560220,,,,,2016-06-24,Escherichia coli,210.0,MPN/100 ml
USGS-412928081560220,,,,,2016-06-24,Turbidity,27.0,NTRU
USGS-412928081560220,,,,,2016-06-24,Wave height,1.8,ft
USGS-412922081442303,,,,,2016-07-25,"Temperature, water",25.0,deg C
USGS-412922081442303,,,,,2016-07-25,"Acidity, (H+)",1e-05,mg/l
USGS-412922081442303,,,,,2016-07-25,pH,8.2,std units
USGS-412922081442303,,,,,2016-07-25,Escherichia coli,1600.0,MPN/100 ml
USGS-412922081442303,,,,,2016-07-25,Turbidity,4.0,NTRU
USGS-412922081442303,,,,,2016-07-25,Wave height,0.2,ft
USGS-412928081560220,,,,,2016-08-06,"Temperature, water",26.0,deg C
USGS-412928081560220,,,,,2016-08-06,Escherichia coli,230.0,MPN/100 ml
USGS-412928081560220,,,,,2016-08-06,Turbidity,35.0,NTRU
USGS-412928081560220,,,,,2016-08-06,Wave height,2.0,ft
USGS-412928081560220,,,,,2016-09-03,"Temperature, water",23.2,deg C
USGS-412928081560220,,,,,2016-09-03,Escherichia coli,17.0,MPN/100 ml
USGS-412928081560220,,,,,2016-09-03,Turbidity,22.0,NTRU
USGS-412928081560220,,,,,2016-09-03,Wave height,1.0,ft
USGS-413510081340100,,,,,2016-07-30,Turbidity,1.2,NTRU
USGS-413510081340100,,,,,2016-07-30,"Temperature, water",25.3,deg C
USGS-413510081340100,,,,,2016-07-30,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-07-30,pH,7.9,std units
USGS-413510081340100,,,,,2016-07-30,Escherichia coli,52.0,MPN/100 ml
USGS-413510081340100,,,,,2016-07-30,Wave height,0.1,ft
USGS-412928081560220,,,,,2016-08-01,"Temperature, water",26.2,deg C
USGS-412928081560220,,,,,2016-08-01,Escherichia coli,24.0,MPN/100 ml
USGS-412928081560220,,,,,2016-08-01,Turbidity,7.8,NTRU
USGS-412928081560220,,,,,2016-08-01,Wave height,0.8,ft
USGS-412928081560220,,,,,2016-08-13,"Temperature, water",26.8,deg C
USGS-412928081560220,,,,,2016-08-13,Escherichia coli,120.0,MPN/100 ml
USGS-412928081560220,,,,,2016-08-13,Turbidity,3.3,NTRU
USGS-412928081560220,,,,,2016-08-13,Wave height,0.0,ft
USGS-412922081442303,,,,,2016-06-18,"Temperature, water",20.5,deg C
USGS-412922081442303,,,,,2016-06-18,"Acidity, (H+)",2e-05,mg/l
USGS-412922081442303,,,,,2016-06-18,pH,7.8,std units
USGS-412922081442303,,,,,2016-06-18,Escherichia coli,86.0,MPN/100 ml
USGS-412922081442303,,,,,2016-06-18,Turbidity,5.4,NTRU
USGS-412922081442303,,,,,2016-06-18,Wave height,0.0,ft
USGS-412928081560220,,,,,2016-06-15,"Temperature, water",20.9,deg C
USGS-412928081560220,,,,,2016-06-15,Escherichia coli,16.0,MPN/100 ml
USGS-412928081560220,,,,,2016-06-15,Turbidity,16.0,NTRU
USGS-412928081560220,,,,,2016-06-15,Wave height,0.0,ft
USGS-413510081340100,,,,,2016-08-08,Wave height,0.2,ft
USGS-413510081340100,,,,,2016-08-08,"Temperature, water",25.0,deg C
USGS-413510081340100,,,,,2016-08-08,"Acidity, (H+)",2e-05,mg/l
USGS-413510081340100,,,,,2016-08-08,pH,7.7,std units
USGS-413510081340100,,,,,2016-08-08,Turbidity,1.8,NTRU
USGS-412922081442303,,,,,2016-07-17,"Temperature, water",23.9,deg C
USGS-412922081442303,,,,,2016-07-17,"Acidity, (H+)",5e-05,mg/l
USGS-412922081442303,,,,,2016-07-17,pH,7.3,std units
USGS-412922081442303,,,,,2016-07-17,Escherichia coli,30.0,MPN/100 ml
USGS-412922081442303,,,,,2016-07-17,Turbidity,2.4,NTRU
USGS-412922081442303,,,,,2016-07-17,Wave height,0.0,ft
USGS-412928081560220,,,,,2016-06-21,"Temperature, water",21.3,deg C
USGS-412928081560220,,,,,2016-06-21,Escherichia coli,390.0,MPN/100 ml
USGS-412928081560220,,,,,2016-06-21,Turbidity,28.0,NTRU
USGS-412928081560220,,,,,2016-06-21,Wave height,1.0,ft
USGS-413510081340100,,,,,2016-07-06,"Temperature, water",23.4,deg C
USGS-413510081340100,,,,,2016-07-06,"Acidity, (H+)",2e-05,mg/l
USGS-413510081340100,,,,,2016-07-06,pH,7.8,std units
USGS-413510081340100,,,,,2016-07-06,Escherichia coli,550.0,MPN/100 ml
USGS-413510081340100,,,,,2016-07-06,Turbidity,2.3,NTRU
USGS-413510081340100,,,,,2016-07-06,Wave height,0.6,ft
USGS-413510081340100,,,,,2016-08-14,"Temperature, water",26.1,deg C
USGS-413510081340100,,,,,2016-08-14,"Acidity, (H+)",0.00016,mg/l
USGS-413510081340100,,,,,2016-08-14,pH,6.8,std units
USGS-413510081340100,,,,,2016-08-14,Escherichia coli,460.0,MPN/100 ml
USGS-413510081340100,,,,,2016-08-14,Turbidity,30.0,NTRU
USGS-413510081340100,,,,,2016-08-14,Wave height,2.5,ft
USGS-413510081340100,,,,,2016-06-13,Escherichia coli,110.0,MPN/100 ml
USGS-413510081340100,,,,,2016-06-13,Turbidity,8.0,NTRU
USGS-413510081340100,,,,,2016-06-13,Wave height,0.8,ft
USGS-413510081340100,,,,,2016-06-13,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-06-13,"Temperature, water",20.2,deg C
USGS-413510081340100,,,,,2016-06-13,pH,8.0,std units
USGS-04208000,,,,,2016-04-06,"Stream flow, instantaneous",1000.0,ft3/s
USGS-04208000,,,,,2016-04-06,"Height, gage",4.29,ft
USGS-04208000,,,,,2016-04-06,"Height, gage",1.31,m
USGS-04208000,,,,,2016-04-06,"Stream flow, instantaneous",28.0,m3/sec
USGS-04208000,,,,,2016-04-06,Atrazine,10.2,ng/l
USGS-04208000,,,,,2016-04-06,Diuron,9.6,ng/l
USGS-04208000,,,,,2016-04-06,Propiconazole,7.51,ng/l
USGS-04208000,,,,,2016-04-06,Prometon,2.8,ng/l
USGS-04208000,,,,,2016-04-06,Carbendazim,11.8,ng/l
USGS-04208000,,,,,2016-04-06,2-Chloro-4-isopropylamino-6-amino-s-triazine,19.3,ng/l
USGS-04208000,,,,,2016-04-06,Dechlorometolachlor,1.26,ng/l
USGS-04208000,,,,,2016-04-06,Hexazinone-d6,99.4,%
USGS-04208000,,,,,2016-04-06,2-Hydroxyatrazine,13.4,ng/l
USGS-04208000,,,,,2016-04-06,Propoxur,2.14,ng/l
USGS-04208000,,,,,2016-04-06,3-Phenoxybenzoic acid-13C6,94.6,%
USGS-04208000,,,,,2016-04-06,Acetochlor-d11,83.9,%
USGS-04208000,,,,,2016-04-06,Alachlor-d13,91.0,%
USGS-04208000,,,,,2016-04-06,Carbaryl-d7,100.0,%
USGS-04208000,,,,,2016-04-06,Carbendazim-d4,99.9,%
USGS-04208000,,,,,2016-04-06,Carbofuran-D3,102.0,%
USGS-04208000,,,,,2016-04-06,Deethylatrazine-d6,85.0,%
USGS-04208000,,,,,2016-04-06,Diazinon-D10,87.8,%
USGS-04208000,,,,,2016-04-06,Diflubenzuron-d4,97.4,%
USGS-04208000,,,,,2016-04-06,Linuron-d6,101.0,%
USGS-04208000,,,,,2016-04-06,Malathion-D10,73.9,%
USGS-04208000,,,,,2016-04-06,Metolachlor-d6,97.0,%
USGS-04208000,,,,,2016-04-06,Nicosulfuron-d6,97.7,%
USGS-04208000,,,,,2016-04-06,Tebuconazole-d6,92.1,%
USGS-04208000,,,,,2016-04-06,Thiobencarb-d10,92.8,%
USGS-04208000,,,,,2016-04-06,cis-Permethrin-13C6,84.1,%
USGS-04208000,,,,,2016-04-06,Butachlor ESA,117.0,%
USGS-04208000,,,,,2016-04-06,Dimethachlor sulfonic acid,88.8,%
USGS-04208000,,,,,2016-04-06,Diuron-d6,103.0,%
USGS-04208000,,,,,2016-04-06,"2,4-D-d3",84.3,%
USGS-412922081442303,,,,,2016-06-24,Escherichia coli,110.0,MPN/100 ml
USGS-412928081560220,,,,,2016-05-29,"Temperature, water",19.4,deg C
USGS-412928081560220,,,,,2016-05-29,Escherichia coli,130.0,MPN/100 ml
USGS-412928081560220,,,,,2016-05-29,Turbidity,3.7,NTRU
USGS-413510081340100,,,,,2016-08-01,Wave height,0.2,ft
USGS-413510081340100,,,,,2016-08-01,"Temperature, water",25.7,deg C
USGS-413510081340100,,,,,2016-08-01,"Acidity, (H+)",1e-05,mg/l
USGS-413510081340100,,,,,2016-08-01,pH,8.0,std units
